,article_id,link,title,main_category,category_1,category_2,category_3,category_4,suprise_r1,suprise_r2,suprise_r3,like_r1,like_r2,like_r3,c1_familiarity_r1,c1_familiarity_r2,c1_familiarity_r3,c2_familiarity_r1,c2_familiarity_r2,c2_familiarity_r3,c3_familiarity_r1,c3_familiarity_r2,c3_familiarity_r3,c4_familiarity_r1,c4_familiarity_r2,c4_familiarity_r3,article,countQuestionMarks
465,269334,http://www.medicalnewstoday.com/articles/311416.php,Prenatal exposure to paracetamol may increase autism spectrum and hyperactivity symptoms in children,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Autism,ADHD / ADD,4,3,4,4,4,2,5,2,2,5.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,"
A new study has found that paracetamol (acetaminophen), which is used extensively during pregnancy, has a strong association with autism spectrum symptoms in boys and for both genders in relation to attention-related and hyperactivity symptoms.

The findings were published in the International Journal of Epidemiology. This is the first study of its kind to report an independent association between the use of this drug in pregnancy and autism spectrum symptoms in children. It is also the first study to report different effects on boys and girls. Comparing persistently to nonexposed children, the study has found an increase of 30 per cent in the risk of detriment to some attention functions, and an increase of two clinical symptoms of autism spectrum symptoms in boys.

Researchers in Spain recruited 2644 mother-child pairs in a birth cohort study during pregnancy. 88 per cent were evaluated when the child was one year old, and 79.9 per cent were evaluated when they were five years old. Mothers were asked about their use of paracetamol during pregnancy and the frequency of use was classified as never, sporadic, or persistent. Exact doses could not be noted due to mothers being unable to recall them exactly.

43 per cent of children evaluated at age one and 41 per cent assessed at age five were exposed to any paracetamol at some point during the first 32 weeks of pregnancy. When assessed at age five, exposed children were at higher risk of hyperactivity or impulsivity symptoms. Persistently exposed children in particular showed poorer performance on a computerised test measuring inattention, impulsivity and visual speed processing.

Boys also showed more autism spectrum symptoms when persistently exposed to paracetamol. Lead author Claudia Avella-Garcia, researcher at CREAL, an ISGlobal allied centre in Barcelona, explained that, ""although we measured symptoms and not diagnoses, an increase in the number of symptoms that a child has, can affect him or her, even if they are not severe enough to warrant a clinical diagnosis of a neurodevelopmental disorder.""

Co-author Dr. Jordi Júlvez, also a researcher at CREAL, commented on the possible reasoning for the effects of paracetamol on neurodevelopment: ""Paracetamol could be harmful to neurodevelopment for several reasons. First of all, it relieves pain by acting on cannabinoid receptors in the brain.  Since these receptors normally help determine how neurons mature and connect with one another, paracetamol could alter these important processes.  It can also affect the development of the immune system, or be directly toxic to some fetuses that may not have the same capacity as an adult to metabolize this drug, or by creating oxidative stress.""

There could also be an explanation for why boys are more likely to have autism spectrum symptoms: ""The male brain may be more vulnerable to harmful influences during early life"", said Claudia Avella-Garcia. ""Our differing gender results suggest that androgenic endocrine disruption, to which male brains could be more sensitive, may explain the association.""

The study concluded that the widespread exposure of infants to paracetamol in utero could increase the number of children with ADHD or autism spectrum symptoms. However, they stressed further studies should be conducted with more precise dosage measurements, and that the risks versus benefits of paracetamol use during pregnancy and early life should be assessed before treatment recommendations are made.
",0
466,272119,http://www.medicalnewstoday.com/articles/314224.php,Reducing salt intake may help protect kidney patients' heart and kidney health,Urology / Nephrology,Urology / Nephrology,Nutrition / Diet,Heart Disease,Cardiovascular / Cardiology,3,3,2,4,1,3,1,1,2,4.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,"
New research indicates that reducing sodium intake may provide kidney and heart benefits for patients with chronic kidney disease (CKD). The findings appear in the Journal of the American Society of Nephrology (JASN).

Urinary excretion of proteins, including albumin, is a hallmark of CKD. Therapies that reduce such albuminuria can slow kidney function decline and also have beneficial effects on the heart and blood vessels. Unfortunately, currently available therapies do not eliminate albuminuria in many patients, leaving these individuals with what is known as residual albuminuria.

A team led by Martin de Borst, MD, PhD (University Medical Center Groningen, in The Netherlands) studied 2 interventions that have demonstrated potential for reducing residual albuminuria: dietary sodium restriction and a drug (paricalcitol) that activates the vitamin D receptor. In a randomized trial that included 45 patients with CKD, each intervention was added to an optimized conventional treatment regimen during four 8-week periods.

The investigators found that dietary sodium restriction led to a significant reduction of residual albuminuria and blood pressure, whereas paricalcitol had no significant effect on these measures. The combination of paricalcitol and a low sodium diet, however, resulted in the lowest albuminuria levels.

""What we found was that sodium restriction provided a relatively large beneficial effect, whereas the effect of paricalcitol was small. Thus, the impact of the combined intervention was largely due to the protective effect of sodium restriction,"" said Dr. de Borst.

Most people consume twice as much sodium as the 2 grams per day recommended by the World Health Association. ""In our study, patients consumed on average 4 grams of sodium per day, which is well in line with global trends in sodium consumption among CKD patients,"" said Dr. de Borst. ""Interestingly, following our intervention aimed at reduced sodium intake, patients consumed 2.5 grams per day, which is still above the recommended level. This moderate restriction resulted in a strong reduction in albuminuria and blood pressure, indicating that even a moderate reduction in sodium intake may provide serious health benefits.""

The study was financially supported by the Dutch Kidney Foundation (grant nos. KJPB.08.07 and CP10.11). AbbVie provided the study medication (paricalcitol and placebo). The funding sources had no role in the design and conduct of the study; collection, management, analysis, and interpretation of the data; and preparation, review, or approval of the manuscript.
",0
467,273771,http://www.medicalnewstoday.com/articles/315890.php,Unsaturated fatty acid may reverse aging effect of obesity,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,Immune System / Vaccines,Seniors / Aging,2,4,4,3,5,3,4,4,4,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,"
Obesity, or a high fat diet, can lead to changes in the immune system similar to those observed with aging. That's what research published in Experimental Physiology suggests.
 
The research was carried out by scientists at Liverpool John Moores University in the United Kingdom and the Institute of Food Science, Technology and Nutrition of the Spanish National Research Council (ICTAN-CSIC), the University Complutense of Madrid and the Research Institute of the Hospital 12 de Octubre, in Spain.
 
These findings are useful as they help scientists understand the impact of obesity on our body's ability to fight infection. They also found that it was possible to reverse some of these effects by supplementing the diet with unsaturated fatty acids found in vegetable oils, such as olive or fish oils.
 
Obesity affects one in four adults in the UK and can lead to a number of serious and potentially life-threatening conditions, such as type 2 diabetes, coronary heart disease, some types of cancer, and stroke1.

The researchers fed mice a high-fat diet, causing them to become obese. Signs of oxidative stress and certain properties of immune cells indicated aging of the immune system. These obese mice were then split into groups and received food supplemented either with 2-hydroxyoleic acid or omega-3 fatty acids for eight weeks.
 
Author Dr. Fatima Perez de Heredia from Liverpool John Moores University said:
 
'This is the first study, at least to our knowledge, to suggest the efficacy of 2-hydroxyoleic acid for reversing obesity-associated immune alterations and improving oxidative stress.'
",0
468,269373,http://www.medicalnewstoday.com/articles/311455.php,Flu shot in pregnancy may only protect infants for 8 weeks after birth,Flu / Cold / SARS,Flu / Cold / SARS,Immune System / Vaccines,Pediatrics / Children's Health,Pregnancy / Obstetrics,4,3,4,1,4,4,2,3,3,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,"
The Centers for Disease Control and Prevention (CDC) state that, among children of all ages, those under 6 months of age are at the greatest risk of being hospitalized from flu.

Because flu vaccination is only approved from the age of 6 months, it is recommended that expectant mothers receive a flu shot in order to protect themselves and their newborn children from flu-related complications.

But according to study co-author Marta C. Nunes, Ph.D., of the University of the Witwatersrand in Johannesburg, South Africa, and colleagues, exactly how long maternal flu vaccination protects an infant after birth has been unclear.

With a view to finding out, the team analyzed data of more than 2,000 infants born to mothers who took part in a randomized clinical trial assessing the efficacy of maternal flu vaccination.

A total of 1,026 infants were born to mothers who received the trivalent inactivated influenza vaccine (IIV3) during pregnancy, while 1,023 infants were born to mothers who received a placebo.

As part of the trial, blood samples of the infants were taken 7 days, 8 weeks, 16 weeks, and 24 weeks after birth. These were assessed for the presence of hemagglutination inhibition (HAI) antibodies - an indicator of protection against flu, with high levels signaling higher protection.

The infants were also regularly assessed for physical symptoms of flu up to the age of 6 months.

As demonstrated in previous studies, the researchers found that maternal flu vaccination offered infants some level of protection against the virus up to the age of 6 months, but they found the level of protection reduced dramatically after the first 2 months.

Maternal flu vaccination was found to be 85.6 percent effective in protecting infants against the virus in the first 8 weeks of life. However, efficacy fell to just 25.5 percent from 8-16 weeks of age, increasing slightly to 30.3 percent at 16-24 weeks of age.

What is more, among infants born to mothers who received the flu vaccine in pregnancy, the team identified a significant drop in HAI levels the first week of life, from 56 percent to just 10 percent at the age of 24 weeks.

Based on their results, the researchers say flu vaccination in pregnancy may not offer effective protection for infants after the first 8 weeks of life:
""We and others have previously demonstrated that the administration of IIV3 during pregnancy confers protection against symptomatic influenza infection to the infants of the vaccinated mothers; here we show that the duration of this protection is likely to be limited to the first 8 weeks of age.""
""Several potential mechanisms of protection have been proposed. [...] Our study suggests that the most likely mechanism of protection of the infants is through the transplacental transfer of maternal antibodies,"" they add.

The team says the results highlight the need to identify alternative strategies that protect infants against flu from 8 weeks of age.

In an editorial linked to the study, Dr. Flor Munoz, of the Baylor College of Medicine in Houston, TX, says the study from Nunes and colleagues ""contributes significantly to our understanding of infant protection against influenza through maternal vaccination,"" noting that it provides more ""conclusive information"" that the maternal flu vaccination may offer limited efficacy to young infants.

""[...] until safe and effective influenza vaccines can be given to infants younger than 6 months of age, it is imperative that passive protection is optimized,"" she adds.

Read about a study that found 97 percent of flu-infected infants are born to non-vaccinated mothers.
",0
469,268302,http://www.medicalnewstoday.com/articles/310373.php,Can sesame-based ingredients reduce oxidative stress?,Hypertension,Hypertension,Cholesterol,Diabetes,Nutrition / Diet,4,4,3,4,4,4,3,5,3,3.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,"The antioxidant boosting properties of sesame, and especially sesame oil, can have a significant effect on oxidative stress, improving human health, according to a systematic review published in Journal of Medicinal Food, a peer-reviewed journal from Mary Ann Liebert, Inc., publishers. The article is available free on the Journal of Medicinal Food website until June 17, 2016.

Luciana de Almeida Vittori Gouveia and coauthors, Rio de Janeiro State University and Rio de Janeiro Federal University, Brazil, assessed the published evidence on the effects of consuming sesame-based ingredients on markers of oxidative stress in people with high blood pressure, elevated cholesterol, and type 2 diabetes. Multiple clinical trials reported increased levels of antioxidants and a reduction in oxidative stress with sesame consumption, particularly for individuals with hypertension and also with type 2 diabetes.

The article ""Effects of the Intake of Sesame Seeds (Sesamm indicum L.) and Derivatives on Oxidative Stress: A Systematic Review"" includes further discussion of the potential positive effects of sesame on different populations.

""In addition to the clinical trial results reviewed in this article, preclinical studies have also shown that sesame oil is very effective in preventing atherosclerosis,"" says Journal of Medicinal Food Editor-in-Chief Sampath Parthasarathy, MBA, PhD, Florida Hospital Chair in Cardiovascular Sciences and Interim Associate Dean, College of Medicine, University of Central Florida.

Effects of the Intake of Sesame Seeds (Sesamum indicum L.) and Derivatives on Oxidative Stress: A Systematic Review. Vittori Gouveia Luciana de Almeida, Cardoso Carolina Alves, de Oliveira Glaucia Maria Moraes, Rosa Glorimar, and Moreira Annie Seixas Bello. 
Journal of Medicinal Food.
DOI:10.1089/jmf.2015.0075.
Published in Volume: 19 Issue 4: April 13, 2016. 

",0
470,272584,http://www.medicalnewstoday.com/articles/314693.php,Saturated fat may not increase heart disease risk after all,Nutrition / Diet,Nutrition / Diet,Cardiovascular / Cardiology,Heart Disease,Cholesterol,5,4,3,5,4,4,5,4,3,4.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,"
In a new Norwegian diet intervention study (FATFUNC) published in The American Journal of Clinical Nutrition, study leader assistant Prof. Simon Nitter Dankel and colleagues have questioned and overturned the dietary theory that saturated fat is unhealthy for most of the population. This theory has dominated health literature for more than 50 years.

The notion of limiting saturated fats to support a healthy body weight and reduce the risk of chronic disease has featured in health guidelines for decades. Recently, however, scientists and health organizations have contrasting opinions on the dangers of saturated fats.

The American Heart Association (AHA) agree with government warnings and echo that the consumption of saturated fats can lead to levels of ""bad"" cholesterol in the blood that may raise the risk of heart disease. 

The Academy of Nutrition and Dietetics, however, recommend de-emphasizing the role of saturated fat in developing heart disease, due to the lack of evidence connecting the two.

The majority of foods that are naturally rich in saturated fat come from animal sources, including meat and dairy products. The AHA recommend limiting saturated fats - such as those found in butter, cheese, red meat, and other animal-based foods - based on decades of sound science, they say.

Dankel and his team tested the risk of saturated fat on 38 men with abdominal obesity. The participants were divided into two groups and followed either a very high-fat, low-carbohydrate diet or a low-fat, high-carbohydrate diet for 12 weeks. 

The researchers measured fat mass in the abdominal region, liver, and heart. They also assessed cardiovascular risk factors. 

The current theory surrounding saturated fat would suggest that the high-fat, low-carbohydrate group would be at greater risk of heart disease than the low-fat, high-carbohydrate group. However, this was not the case; there was no difference between the groups.

""The very high intake of total and saturated fat did not increase the calculated risk of cardiovascular diseases,"" says professor and cardiologist Ottar Nygård, who contributed to the study.

""Participants on the very high-fat diet also had substantial improvements in several important cardiometabolic risk factors, such as ectopic fat storage, blood pressure, blood lipids (triglycerides), insulin and blood sugar,"" he adds.

""We here looked at effects of total and saturated fat in the context of a healthy diet rich in fresh, lowly processed and nutritious foods, including high amounts of vegetables and rice instead of flour-based products,"" says Ph.D. candidate Vivian Veum. ""The fat sources were also lowly processed, mainly butter, cream, and cold-pressed oils.""

The intake of energy, proteins, polyunsaturated fatty acids, and food types was similar across both groups, with variation mainly in quantity. The intake of added sugar was kept to a minimum.

The energy intake of both groups was mostly within normal range. Those participants that increased their energy intake still saw a reduction in fat stores and risk of disease. 

""Our findings indicate that the overriding principle of a healthy diet is not the quantity of fat or carbohydrates, but the quality of the foods we eat,"" says Ph.D. candidate Johnny Laupsa-Borge.

The FATFUNC study challenges the theory that the route to heart disease from saturated fat is paved by raising levels of ""bad"" low-density lipoprotein (LDL) cholesterol in the blood. The study authors not only observed no significant rise in LDL cholesterol, but they also found that the high-fat diet was only associated with an increase in ""good"" cholesterol levels.

""These results indicate that most healthy people probably tolerate a high intake of saturated fat well, as long as the fat quality is good and total energy intake is not too high. It may even be healthy."" 
Ottar Nygård
""Future studies should examine which people or patients may need to limit their intake of saturated fat,"" points out Dankel, who led the study together with the director of the laboratory clinics, Prof. Gunnar Mellgren, at Haukeland University Hospital in Bergen, Norway.

""But the alleged health risks of eating good-quality fats have been greatly exaggerated. It may be more important for public health to encourage reductions in processed flour-based products, highly processed fats, and foods with added sugar,"" Dankel concludes.

Learn how replacing 1 percent of saturated fats with healthier fats may reduce coronary heart disease risk.
",0
471,268513,http://www.medicalnewstoday.com/articles/310587.php,Prenatal fruit consumption boosts babies' cognitive development,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Nutrition / Diet,Neurology / Neuroscience,3,5,4,1,5,4,1,3,2,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,"
Most people have heard the old adage ""an apple a day keeps the doctor away."" It's an old truth that encompasses more than just apples - eating fruit in general is well known to reduce risk for a wide variety of health conditions such as heart disease and stroke. But now a new study is showing the benefits of fruit can begin as early as in the womb.

The study, published in the journal EbioMedicine, found that mothers who consumed more fruit during pregnancy gave birth to children who performed better on developmental testing at one year of age. Piush Mandhane, senior author of the paper and associate professor of pediatrics at the University of Alberta's Faculty of Medicine & Dentistry, made the discovery using data from the Canadian Healthy Infant Longitudinal Development (CHILD) Study - a nationwide birth cohort study involving over 3,500 Canadian infants and their families. Mandhane leads the Edmonton site of the study.

""We wanted to know if we could identify what factors affect cognitive development,"" Mandhane explains. ""We found that one of the biggest predictors of cognitive development was how much fruit moms consumed during pregnancy. The more fruit moms had, the higher their child's cognitive development.""

The study examined data from 688 Edmonton children, and controlled for factors that would normally affect a child's learning and development such as family income, paternal and maternal education, and the gestational age of the child.

Using a traditional IQ scale as a model, the average IQ is 100 and the standard deviation is 15; two thirds of the population will fall between 85 and 115. Mandhane's study showed that if pregnant mothers ate six or seven servings of fruit or fruit juice a day, on average their infants placed six or seven points higher on the scale at one year of age.

""It's quite a substantial difference - that's half of a standard deviation,"" Mandhane explains. ""We know that the longer a child is in the womb, the further they develop - and having one more serving of fruit per day in a mother's diet provides her baby with the same benefit as being born a whole week later.""

To further build on the research, Mandhane teamed with Francois Bolduc, an associate professor in the Faculty of Medicine & Dentistry's Division of Pediatric Neurology, who researches the genetic basis of cognition in humans and fruit flies. Both researchers believe that combining pre-clinical models and epidemiological analysis is a novel approach that may provide useful new insights into future medical research.

""Flies are very different from humans but, surprisingly, they have 85 per cent of the genes involved in human brain function, making them a great model to study the genetics of memory,"" says Bolduc. ""To be able to improve memory in individuals without genetic mutation is exceptional, so we were extremely interested in understanding the correlation seen between increased prenatal fruit intake and higher cognition.""

According to Bolduc, fruit flies have a long track record in the field of learning and memory. Several genes known to be necessary in fly memory have now been found to be involved in intellectual disability and autism by Bolduc and others. In a subsequent series of experiments, he showed that flies born after being fed increased prenatal fruit juice had significantly better memory ability, similar to the results shown by Mandhane with one-year-old infants. He believes it suggests that brain function affected by fruit and the mechanisms involved have been maintained through evolution, and conserved across species.

While the findings are encouraging, Mandhane cautions against going overboard on fruit consumption as potential complications such as gestational diabetes and high birthweight - conditions associated with increased intake of natural sugars - have not been fully researched. Instead, he suggests that expectant mothers meet the daily intake recommended in Canada's Food Guide and consult with their doctors.

Mandhane also says he will continue work in the field, with plans to examine if the benefits of prenatal fruit consumption persist in children over time. He will also be looking to determine if fruit can influence childhood development related to executive functioning - in areas such as planning, organizing and working memory.
",0
472,273512,http://www.medicalnewstoday.com/articles/315630.php,World-first trial shows improving diet can treat major depression,Depression,Depression,Nutrition / Diet,Mental Health,Psychology / Psychiatry,2,3,2,3,4,3,4,3,5,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,"
A new trial from Deakin University has shown for the first time that improving diet quality can treat major depression.
 
Director of Deakin's Food and Mood Centre Professor Felice Jacka said the results of her team's new study offered a possible new treatment approach to depression, one of the world's most prevalent and costly medical disorders.
  
""We've known for some time that there is a clear association between the quality of people's diets and their risk for depression,"" Professor Jacka said.
  
""This is the case across countries, cultures and age groups, with healthy diets associated with reduced risk, and unhealthy diets associated with increased risk for depression.
  
""However, this is the first randomised controlled trial to directly test whether improving diet quality can actually treat clinical depression"".
  
In the study, adults with major depressive disorder were recruited and randomly assigned to receive either social support, which is known to be helpful for people with depression, or support from a clinical dietitian, over a three-month period.
  
The dietary group received information and assistance to improve the quality of their current diets, with a focus on increasing the consumption of vegetables, fruits, wholegrains, legumes, fish, lean red meats, olive oil and nuts, while reducing their consumption of unhealthy 'extras' foods, such as sweets, refined cereals, fried food, fast-food, processed meats and sugary drinks.
  
The results of the study, published in the international journal BMC Medicine, showed that participants in the dietary intervention group had a much greater reduction in their depressive symptoms over the three-month period, compared to those in the social support group.
  
At the end of the trial, a third of those in the dietary support group met criteria for remission of major depression, compared to 8 percent of those in the social support group. 
  
""These results were not explained by changes in physical activity or body weight, but were closely related to the extent of dietary change,"" Professor Jacka said.
  
""Those who adhered more closely to the dietary program experienced the greatest benefit to their depression symptoms.""
  
Professor Jacka, who is president of the International Society for Nutritional Psychiatry Research, said the findings offered an important new strategy for the treatment of depression.
  
""Mental disorders account for the leading cause of disability worldwide, with depression accounting for the large proportion of that burden,"" she said.
  
""While approximately half of sufferers are helped by currently available medical and psychological therapies, new treatment options for depression are urgently needed.
  
""Importantly, depression also increases the risk of and, in turn, is also increased by common physical illnesses such as obesity, type 2 diabetes and heart disease. Successfully improving the quality of patients' diets would also benefit these illnesses.""
  
The study suggests the new possibility of adding clinical dieticians to mental health care teams and making dietitian support available to those experiencing depression. 
  
""It also supports the previous extensive research from human population studies and animal research suggesting that diet is a key determinant of mental and brain health,"" Professor Jacka said.
",0
473,268428,http://www.medicalnewstoday.com/articles/310501.php,Smoking while pregnant linked to schizophrenia in offspring,Smoking / Quit Smoking,Smoking / Quit Smoking,Pregnancy / Obstetrics,Schizophrenia,Pediatrics / Children's Health,4,3,4,3,5,4,4,3,5,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,"
According to the Centers for Disease Control and Prevention (CDC), in 2011, around 10 percent of women in the United States reported smoking in the last 3 months of pregnancy, despite the health risks it poses for mother and child.

Expectant mothers who smoke are more likely to have a miscarriage and placental problems, and babies born to mothers who smoke during pregnancy are at greater risk of preterm birth, low birth weight, birth defects, such as cleft lip or cleft palate, and sudden infant death syndrome (SIDS).

Increasingly, studies are suggesting that tobacco use in pregnancy may also pose risks for a child's mental health. One study published in 2013, for example, identified a link between smoking during pregnancy and increased risk of bipolar disorder in offspring.

Now, a new study from the same team - including senior author Dr. Alan Brown of the Mailman School of Public Health at Columbia University Medical Center (CUMC) - suggests children born to mothers who smoke while pregnant may be more likely to develop schizophrenia.

The researchers recently published their findings in the American Journal of Psychiatry.

To reach their conclusion, the researchers analyzed national registry data of all live births that occurred in Finland between 1983-1998, identifying 977 cases of schizophrenia among offspring.

These schizophrenia cases were matched by sex, date of birth, and residence to children without schizophrenia.

The mothers of the children in both groups provided blood samples in the first trimester and early second trimester of pregnancy, and these were analyzed for the presence of cotinine - a biomarker of nicotine, used to determine exposure to tobacco smoke.

The researchers found that a higher level of cotinine in the blood samples of expectant mothers was associated with a greater risk of schizophrenia among offspring.

Compared with offspring born to mothers who had low nicotine exposure during pregnancy, those born to mothers with heavy nicotine exposure during pregnancy were 38 percent more likely to develop schizophrenia, the team reports.

According to the authors, their study is the first to investigate the association between a biomarker of maternal smoking and risk of schizophrenia among offspring. They add:
""It provides the most definitive evidence to date that smoking during pregnancy is associated with schizophrenia. If replicated, these findings suggest that preventing smoking during pregnancy may decrease the incidence of schizophrenia.""
Dr. Brown says their results highlight the importance of educating the public on the potential health risks that smoking during pregnancy may have for a child's long-term health.

He notes that future research on maternal smoking should focus on identifying the biological mechanisms that underlie such health risks.

""Finally, it is of interest to examine maternal cotinine in relation to bipolar disorder, autism, and other psychiatric disorders,"" adds Dr. Brown.

Learn how smoking during pregnancy can leave toxins in the womb that impact offspring's health years after birth.
",0
474,40100,http://www.medicalnewstoday.com/articles/52562.php,"Mistreated Children More Likely To Smoke, Drink, Fight And Suffer From Depression As Adolescents",Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Depression,Pediatrics / Children's Health,Public Health,2,2,1,3,3,2,5,3,3,4.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,"




Children who are left home alone, physically neglected, physically assaulted or sexually abused are more likely to smoke cigarettes or marijuana, drink alcohol, abuse inhalants and be depressed or violent when they reach adolescence, according to a study by researchers at the University of North Carolina at Chapel Hill School of Public Health.   

The study found that the most common form of maltreatment was leaving a child home alone, with two out of five respondents (41.5 percent) reporting that their parents or other adult caregivers left them home alone at least once when an adult should have been with them. The researchers hope the finding raises more concern about the link between neglectful parenting and future health.   

?Although child neglect is the most common type of maltreatment, it receives much less attention than physical or sexual abuse,? said Dr. Jon Hussey, research assistant professor of maternal and child health at the UNC School of Public Health and a fellow at the Carolina Population Center. ?However, the associations between child neglect and adolescent health risks were largely comparable to those found for child abuse.?   

The study, published in the September 2006 issue of the journal Pediatrics, examines the association between maltreatment of children and their state of health when they reach adolescence. Using data from the National Longitudinal Study of Adolescent Health, researchers found that supervision neglect, physical assault, physical neglect and contact sexual abuse before the sixth grade were all associated with a number of major adolescent health risks. Each type of maltreatment was associated with eight or more of 10 adolescent health risks, including drug, cigarette and alcohol use; violence; and  depression .   

More than one in four children (28.4 percent) reported physical assault, defined as being slapped, hit or kicked by a parent or other adult caregiver. The third most prevalent type of maltreatment was physical neglect, where a parent or caregiver did not meet a child's basic needs, such as keeping him/her clean, fed and adequately clothed. Finally, by the time they entered sixth grade, about one in 25 (4.5 percent) said they had been victims of contact sexual abuse committed by a parent or other adult caregiver.   

?Because many behaviors that influence adult health are initiated and established in adolescence, understanding how childhood experiences influence these behaviors will help prevention and treatment efforts,? Hussey said. ?Children and adolescents stand a better chance of growing up to become healthy adults if we can intervene early and effectively.?   

Co-authors include Dr. Jonathan B. Kotch, a UNC professor of maternal and child health, and Dr. Jen Jen Chang, assistant professor of community health in epidemiology at the Saint Louis University School of Public Health.   

University of North Carolina at Chapel Hill   

210 Pittsboro St. Campus Box 6210  
Chapel Hill, NC 27514  
United States  
 University of North Carolina at Chapel Hill ",8
475,273637,http://www.medicalnewstoday.com/articles/315755.php,Exposure to nicotine before and after birth causes hearing difficulties in children,Hearing / Deafness,Hearing / Deafness,Smoking / Quit Smoking,Pregnancy / Obstetrics,Pediatrics / Children's Health,4,2,3,3,4,3,1,2,3,3.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,"
The use of tobacco and nicotine has been shown to affect the healthy development of the fetus, as well as causing premature birth or even infant death. Birth defects, sudden infant death syndrome, and low birth weight have all been associated with tobacco, electronic cigarettes (e-cigarettes), and nicotine replacement therapy. 

Despite the well-known harmful effects of smoking, the Centers for Disease Control and Prevention (CDC) report that 10 percent of women still smoke during the final 3 months of pregnancy. 

E-cigarettes are perceived to be safer, as they do not contain tobacco and contain fewer harmful chemicals than regular cigarettes. However, the CDC warn that e-cigarettes are also harmful for the baby, as they still contain nicotine - which can affect the development of an infant's brain and lungs. 

New research - led by Ursula Koch, a professor at the Freie Universität Berlin in Germany - investigates further effects that nicotine may have on the developing fetus as well as on the newborn baby. Specifically, the research looks at the development of the auditory brainstem in mice. 

The findings were published in The Journal of Physiology.

Koch and team added nicotine to the drinking water of pregnant mice to a level equivalent to that of heavy smoking in humans. After they gave birth, their offspring continued to be exposed to nicotine through their mother's milk until they reached 3 weeks of age - roughly equivalent to the age of primary school children. 

The researchers analyzed the young mice's brain activity - namely, the signaling intensity between neurons. The team also compared these results with an age-equivalent control group of mice that had not been exposed to nicotine. 

Koch and colleagues found that in nicotine-exposed mice, neurons that normally receive sensory input from the cochlea (the sensory hearing organ) did not send signals to the other neurons in the auditory brainstem as accurately and effectively as neurons in the control mice. 

Usually, the auditory nerve carries an electrical signal to the brain, which then encodes it into sound.

In the case of nicotine-exposed mice, however, the neural signaling was less precise, which damages the coding of sound patterns. 

This is likely to cause the difficulties in auditory processing typical of children whose mothers smoked heavily during pregnancy. 

The lead author of the study comments on the findings: 
""We do not know how many other parts of the auditory system are affected by nicotine exposure. More research is needed about the cumulative effect of nicotine exposure and the molecular mechanisms of how nicotine influences the development of neurons in the auditory brainstem. If mothers smoke during pregnancy and their children show learning difficulties at school, they should be tested for auditory processing deficits.""Prof. Ursula Koch
To the authors' knowledge, this is the first time that a study has shown the auditory brainstem - the area responsible for analyzing sound patterns - to develop abnormally in offspring that have been exposed to nicotine perinatally.

Hearing impairment in children due to a dysfunctional auditory brainstem tends to cause language and learning problems. This can, in turn, lead to poor expressive communication skills, poor academic achievement, and social isolation. 
Learn how smoking while pregnant is linked to schizophrenia in offspring.
",0
